file_path,text,label
OAF_angry\OAF_fall_angry.wav,Say the word fall,0
OAF_angry\OAF_far_angry.wav,Say the word far,0
OAF_angry\OAF_fat_angry.wav,Say the word fat,0
OAF_angry\OAF_fit_angry.wav,Say the word fit,0
OAF_angry\OAF_five_angry.wav,Say the word five,0
OAF_angry\OAF_food_angry.wav,Say the word food,0
OAF_angry\OAF_gap_angry.wav,Say the word gap,0
OAF_angry\OAF_gas_angry.wav,Say the word gas,0
OAF_angry\OAF_gaze_angry.wav,Say the word gaze,0
OAF_angry\OAF_germ_angry.wav,Say the word germ,0
OAF_angry\OAF_get_angry.wav,Say the word get,0
OAF_angry\OAF_gin_angry.wav,Say the word gin,0
OAF_angry\OAF_goal_angry.wav,Say the word goal,0
OAF_angry\OAF_good_angry.wav,Say the word good,0
OAF_angry\OAF_goose_angry.wav,Say the word goose,0
OAF_angry\OAF_gun_angry.wav,Say the word gun,0
OAF_angry\OAF_half_angry.wav,Say the word half,0
OAF_angry\OAF_hall_angry.wav,Say the word hall,0
OAF_angry\OAF_hash_angry.wav,Say the word hash,0
OAF_angry\OAF_hate_angry.wav,Say the word hate,0
OAF_angry\OAF_have_angry.wav,Say the word have,0
OAF_angry\OAF_haze_angry.wav,Say the word haze,0
OAF_angry\OAF_hire_angry.wav,Say the word hire,0
OAF_angry\OAF_hit_angry.wav,Say the word hit,0
OAF_angry\OAF_hole_angry.wav,Say the word hole,0
OAF_angry\OAF_home_angry.wav,Say the word home,0
OAF_angry\OAF_hurl_angry.wav,Say the word hurl,0
OAF_angry\OAF_hush_angry.wav,Say the word hush,0
OAF_angry\OAF_jail_angry.wav,Say the word jail,0
OAF_angry\OAF_jar_angry.wav,Say the word jar,0
OAF_angry\OAF_join_angry.wav,Say the word join,0
OAF_angry\OAF_judge_angry.wav,Say the word judge,0
OAF_angry\OAF_jug_angry.wav,Say the word jug,0
OAF_angry\OAF_juice_angry.wav,Say the word juice,0
OAF_angry\OAF_keen_angry.wav,Say the word keen,0
OAF_angry\OAF_keep_angry.wav,Say the word keep,0
OAF_angry\OAF_keg_angry.wav,Say the word keg,0
OAF_angry\OAF_kick_angry.wav,Say the word kick,0
OAF_angry\OAF_kill_angry.wav,Say the word kill,0
OAF_angry\OAF_king_angry.wav,Say the word king,0
OAF_angry\OAF_kite_angry.wav,Say the word kite,0
OAF_angry\OAF_knock_angry.wav,Say the word knock,0
OAF_angry\OAF_late_angry.wav,Say the word late,0
OAF_angry\OAF_laud_angry.wav,Say the word laud,0
OAF_angry\OAF_lean_angry.wav,Say the word lean,0
OAF_angry\OAF_learn_angry.wav,Say the word learn,0
OAF_angry\OAF_lease_angry.wav,Say the word lease,0
OAF_angry\OAF_lid_angry.wav,Say the word lid,0
OAF_angry\OAF_life_angry.wav,Say the word life,0
OAF_angry\OAF_limb_angry.wav,Say the word limb,0
OAF_angry\OAF_live_angry.wav,Say the word live,0
OAF_angry\OAF_loaf_angry.wav,Say the word loaf,0
OAF_angry\OAF_long_angry.wav,Say the word long,0
OAF_angry\OAF_lore_angry.wav,Say the word lore,0
OAF_angry\OAF_lose_angry.wav,Say the word lose,0
OAF_angry\OAF_lot_angry.wav,Say the word lot,0
OAF_angry\OAF_love_angry.wav,Say the word love,0
OAF_angry\OAF_luck_angry.wav,Say the word luck,0
OAF_angry\OAF_make_angry.wav,Say the word make,0
OAF_angry\OAF_match_angry.wav,Say the word match,0
OAF_angry\OAF_merge_angry.wav,Say the word merge,0
OAF_angry\OAF_mess_angry.wav,Say the word mess,0
OAF_angry\OAF_met_angry.wav,Say the word met,0
OAF_angry\OAF_mill_angry.wav,Say the word mill,0
OAF_angry\OAF_mob_angry.wav,Say the word mob,0
OAF_angry\OAF_mode_angry.wav,Say the word mode,0
OAF_angry\OAF_mood_angry.wav,Say the word mood,0
OAF_angry\OAF_moon_angry.wav,Say the word moon,0
OAF_angry\OAF_mop_angry.wav,Say the word mop,0
OAF_angry\OAF_mouse_angry.wav,Say the word mouse,0
OAF_angry\OAF_nag_angry.wav,Say the word nag,0
OAF_angry\OAF_name_angry.wav,Say the word name,0
OAF_angry\OAF_near_angry.wav,Say the word near,0
OAF_angry\OAF_neat_angry.wav,Say the word neat,0
OAF_angry\OAF_nice_angry.wav,Say the word nice,0
OAF_angry\OAF_note_angry.wav,Say the word note,0
OAF_angry\OAF_numb_angry.wav,Say the word numb,0
OAF_angry\OAF_pad_angry.wav,Say the word pad,0
OAF_angry\OAF_page_angry.wav,Say the word page,0
OAF_angry\OAF_pain_angry.wav,Say the word pain,0
OAF_angry\OAF_pass_angry.wav,Say the word pass,0
OAF_angry\OAF_pearl_angry.wav,Say the word pearl,0
OAF_angry\OAF_peg_angry.wav,Say the word peg,0
OAF_angry\OAF_perch_angry.wav,Say the word perch,0
OAF_angry\OAF_phone_angry.wav,Say the word phone,0
OAF_angry\OAF_pick_angry.wav,Say the word pick,0
OAF_angry\OAF_pike_angry.wav,Say the word pike,0
OAF_angry\OAF_pole_angry.wav,Say the word pole,0
OAF_angry\OAF_pool_angry.wav,Say the word pool,0
OAF_angry\OAF_puff_angry.wav,Say the word puff,0
OAF_angry\OAF_rag_angry.wav,Say the word rag,0
OAF_angry\OAF_raid_angry.wav,Say the word raid,0
OAF_angry\OAF_rain_angry.wav,Say the word rain,0
OAF_angry\OAF_raise_angry.wav,Say the word raise,0
OAF_angry\OAF_rat_angry.wav,Say the word rat,0
OAF_angry\OAF_reach_angry.wav,Say the word reach,0
OAF_angry\OAF_read_angry.wav,Say the word read,0
OAF_angry\OAF_red_angry.wav,Say the word red,0
OAF_angry\OAF_ring_angry.wav,Say the word ring,0
OAF_angry\OAF_ripe_angry.wav,Say the word ripe,0
OAF_angry\OAF_road_angry.wav,Say the word road,0
OAF_angry\OAF_room_angry.wav,Say the word room,0
OAF_angry\OAF_rose_angry.wav,Say the word rose,0
OAF_angry\OAF_rot_angry.wav,Say the word rot,0
OAF_angry\OAF_rough_angry.wav,Say the word rough,0
OAF_angry\OAF_rush_angry.wav,Say the word rush,0
OAF_angry\OAF_said_angry.wav,Say the word said,0
OAF_angry\OAF_sail_angry.wav,Say the word sail,0
OAF_angry\OAF_search_angry.wav,Say the word search,0
OAF_angry\OAF_seize_angry.wav,Say the word seize,0
OAF_angry\OAF_sell_angry.wav,Say the word sell,0
OAF_angry\OAF_shack_angry.wav,Say the word shack,0
OAF_angry\OAF_shall_angry.wav,Say the word shall,0
OAF_angry\OAF_shawl_angry.wav,Say the word shawl,0
OAF_angry\OAF_sheep_angry.wav,Say the word sheep,0
OAF_angry\OAF_shirt_angry.wav,Say the word shirt,0
OAF_angry\OAF_should_angry.wav,Say the word should,0
OAF_angry\OAF_shout_angry.wav,Say the word shout,0
OAF_angry\OAF_size_angry.wav,Say the word size,0
OAF_angry\OAF_soap_angry.wav,Say the word soap,0
OAF_angry\OAF_soup_angry.wav,Say the word soup,0
OAF_angry\OAF_sour_angry.wav,Say the word sour,0
OAF_angry\OAF_south_angry.wav,Say the word south,0
OAF_angry\OAF_sub_angry.wav,Say the word sub,0
OAF_angry\OAF_such_angry.wav,Say the word such,0
OAF_angry\OAF_sure_angry.wav,Say the word sure,0
OAF_angry\OAF_take_angry.wav,Say the word take,0
OAF_angry\OAF_talk_angry.wav,Say the word talk,0
OAF_angry\OAF_tape_angry.wav,Say the word tape,0
OAF_angry\OAF_team_angry.wav,Say the word team,0
OAF_angry\OAF_tell_angry.wav,Say the word tell,0
OAF_angry\OAF_thin_angry.wav,Say the word thin,0
OAF_angry\OAF_third_angry.wav,Say the word third,0
OAF_angry\OAF_thought_angry.wav,Say the word thought,0
OAF_angry\OAF_thumb_angry.wav,Say the word thumb,0
OAF_angry\OAF_time_angry.wav,Say the word time,0
OAF_angry\OAF_tip_angry.wav,Say the word tip,0
OAF_angry\OAF_tire_angry.wav,Say the word tire,0
OAF_angry\OAF_ton_angry.wav,Say the word ton,0
OAF_angry\OAF_tool_angry.wav,Say the word tool,0
OAF_angry\OAF_tough_angry.wav,Say the word tough,0
OAF_angry\OAF_turn_angry.wav,Say the word turn,0
OAF_angry\OAF_vine_angry.wav,Say the word vine,0
OAF_angry\OAF_voice_angry.wav,Say the word voice,0
OAF_angry\OAF_void_angry.wav,Say the word void,0
OAF_angry\OAF_vote_angry.wav,Say the word vote,0
OAF_angry\OAF_wag_angry.wav,Say the word wag,0
OAF_angry\OAF_walk_angry.wav,Say the word walk,0
OAF_angry\OAF_wash_angry.wav,Say the word wash,0
OAF_angry\OAF_week_angry.wav,Say the word week,0
OAF_angry\OAF_wheat_angry.wav,Say the word wheat,0
OAF_angry\OAF_when_angry.wav,Say the word when,0
OAF_angry\OAF_which_angry.wav,Say the word which,0
OAF_angry\OAF_whip_angry.wav,Say the word whip,0
OAF_angry\OAF_white_angry.wav,Say the word white,0
OAF_angry\OAF_wife_angry.wav,Say the word wife,0
OAF_angry\OAF_wire_angry.wav,Say the word wire,0
OAF_angry\OAF_witch_angry.wav,Say the word witch,0
OAF_angry\OAF_yearn_angry.wav,Say the word yearn,0
OAF_angry\OAF_yes_angry.wav,Say the word yes,0
OAF_angry\OAF_young_angry.wav,Say the word young,0
OAF_angry\OAF_youth_angry.wav,Say the word youth,0
OAF_disgust\OAF_back_disgust.wav,Say the word back,1
OAF_disgust\OAF_bar_disgust.wav,Say the word bar,1
OAF_disgust\OAF_base_disgust.wav,Say the word base,1
OAF_disgust\OAF_bath_disgust.wav,Say the word bath,1
OAF_disgust\OAF_bean_disgust.wav,Say the word bean,1
OAF_disgust\OAF_beg_disgust.wav,Say the word beg,1
OAF_disgust\OAF_bite_disgust.wav,Say the word bite,1
OAF_disgust\OAF_boat_disgust.wav,Say the word boat,1
OAF_disgust\OAF_bone_disgust.wav,Say the word bone,1
OAF_disgust\OAF_book_disgust.wav,Say the word book,1
OAF_disgust\OAF_bought_disgust.wav,Say the word bought,1
OAF_disgust\OAF_burn_disgust.wav,Say the word burn,1
OAF_disgust\OAF_cab_disgust.wav,Say the word cab,1
OAF_disgust\OAF_calm_disgust.wav,Say the word calm,1
OAF_disgust\OAF_came_disgust.wav,Say the word came,1
OAF_disgust\OAF_cause_disgust.wav,Say the word cause,1
OAF_disgust\OAF_chain_disgust.wav,Say the word chain,1
OAF_disgust\OAF_chair_disgust.wav,Say the word chair,1
OAF_disgust\OAF_chalk_disgust.wav,Say the word chalk,1
OAF_disgust\OAF_chat_disgust.wav,Say the word chat,1
OAF_disgust\OAF_check_disgust.wav,Say the word check,1
OAF_disgust\OAF_cheek_disgust.wav,Say the word cheek,1
OAF_disgust\OAF_chief_disgust.wav,Say the word chief,1
OAF_disgust\OAF_choice_disgust.wav,Say the word choice,1
OAF_disgust\OAF_cool_disgust.wav,Say the word cool,1
OAF_disgust\OAF_dab_disgust.wav,Say the word dab,1
OAF_disgust\OAF_date_disgust.wav,Say the word date,1
OAF_disgust\OAF_dead_disgust.wav,Say the word dead,1
OAF_disgust\OAF_death_disgust.wav,Say the word death,1
OAF_disgust\OAF_deep_disgust.wav,Say the word deep,1
OAF_disgust\OAF_dime_disgust.wav,Say the word dime,1
OAF_disgust\OAF_dip_disgust.wav,Say the word dip,1
OAF_disgust\OAF_ditch_disgust.wav,Say the word ditch,1
OAF_disgust\OAF_dodge_disgust.wav,Say the word dodge,1
OAF_disgust\OAF_dog_disgust.wav,Say the word dog,1
OAF_disgust\OAF_doll_disgust.wav,Say the word doll,1
OAF_disgust\OAF_door_disgust.wav,Say the word door,1
OAF_disgust\OAF_fail_disgust.wav,Say the word fail,1
OAF_disgust\OAF_fall_disgust.wav,Say the word fall,1
OAF_disgust\OAF_far_disgust.wav,Say the word far,1
OAF_disgust\OAF_fat_disgust.wav,Say the word fat,1
OAF_disgust\OAF_fit_disgust.wav,Say the word fit,1
OAF_disgust\OAF_five_disgust.wav,Say the word five,1
OAF_disgust\OAF_food_disgust.wav,Say the word food,1
OAF_disgust\OAF_gap_disgust.wav,Say the word gap,1
OAF_disgust\OAF_gas_disgust.wav,Say the word gas,1
OAF_disgust\OAF_gaze_disgust.wav,Say the word gaze,1
OAF_disgust\OAF_germ_disgust.wav,Say the word germ,1
OAF_disgust\OAF_get_disgust.wav,Say the word get,1
OAF_disgust\OAF_gin_disgust.wav,Say the word gin,1
OAF_disgust\OAF_goal_disgust.wav,Say the word goal,1
OAF_disgust\OAF_good_disgust.wav,Say the word good,1
OAF_disgust\OAF_goose_disgust.wav,Say the word goose,1
OAF_disgust\OAF_gun_disgust.wav,Say the word gun,1
OAF_disgust\OAF_half_disgust.wav,Say the word half,1
OAF_disgust\OAF_hall_disgust.wav,Say the word hall,1
OAF_disgust\OAF_hash_disgust.wav,Say the word hash,1
OAF_disgust\OAF_hate_disgust.wav,Say the word hate,1
OAF_disgust\OAF_have_disgust.wav,Say the word have,1
OAF_disgust\OAF_haze_disgust.wav,Say the word haze,1
OAF_disgust\OAF_hire_disgust.wav,Say the word hire,1
OAF_disgust\OAF_hit_disgust.wav,Say the word hit,1
OAF_disgust\OAF_hole_disgust.wav,Say the word hole,1
OAF_disgust\OAF_home_disgust.wav,Say the word home,1
OAF_disgust\OAF_hurl_disgust.wav,Say the word hurl,1
OAF_disgust\OAF_hush_disgust.wav,Say the word hush,1
OAF_disgust\OAF_jail_disgust.wav,Say the word jail,1
OAF_disgust\OAF_jar_disgust.wav,Say the word jar,1
OAF_disgust\OAF_join_disgust.wav,Say the word join,1
OAF_disgust\OAF_judge_disgust.wav,Say the word judge,1
OAF_disgust\OAF_jug_disgust.wav,Say the word jug,1
OAF_disgust\OAF_juice_disgust.wav,Say the word juice,1
OAF_disgust\OAF_keen_disgust.wav,Say the word keen,1
OAF_disgust\OAF_keep_disgust.wav,Say the word keep,1
OAF_disgust\OAF_keg_disgust.wav,Say the word keg,1
OAF_disgust\OAF_kick_disgust.wav,Say the word kick,1
OAF_disgust\OAF_kill_disgust.wav,Say the word kill,1
OAF_disgust\OAF_king_disgust.wav,Say the word king,1
OAF_disgust\OAF_kite_disgust.wav,Say the word kite,1
OAF_disgust\OAF_knock_disgust.wav,Say the word knock,1
OAF_disgust\OAF_late_disgust.wav,Say the word late,1
OAF_disgust\OAF_laud_disgust.wav,Say the word laud,1
OAF_disgust\OAF_lean_disgust.wav,Say the word lean,1
OAF_disgust\OAF_learn_disgust.wav,Say the word learn,1
OAF_disgust\OAF_lease_disgust.wav,Say the word lease,1
OAF_disgust\OAF_lid_disgust.wav,Say the word lid,1
OAF_disgust\OAF_life_disgust.wav,Say the word life,1
OAF_disgust\OAF_limb_disgust.wav,Say the word limb,1
OAF_disgust\OAF_live_disgust.wav,Say the word live,1
OAF_disgust\OAF_loaf_disgust.wav,Say the word loaf,1
OAF_disgust\OAF_long_disgust.wav,Say the word long,1
OAF_disgust\OAF_lore_disgust.wav,Say the word lore,1
OAF_disgust\OAF_lose_disgust.wav,Say the word lose,1
OAF_disgust\OAF_lot_disgust.wav,Say the word lot,1
OAF_disgust\OAF_love_disgust.wav,Say the word love,1
OAF_disgust\OAF_luck_disgust.wav,Say the word luck,1
OAF_disgust\OAF_make_disgust.wav,Say the word make,1
OAF_disgust\OAF_match_disgust.wav,Say the word match,1
OAF_disgust\OAF_merge_disgust.wav,Say the word merge,1
OAF_disgust\OAF_mess_disgust.wav,Say the word mess,1
OAF_disgust\OAF_met_disgust.wav,Say the word met,1
OAF_disgust\OAF_mill_disgust.wav,Say the word mill,1
OAF_disgust\OAF_mob_disgust.wav,Say the word mob,1
OAF_disgust\OAF_mode_disgust.wav,Say the word mode,1
OAF_disgust\OAF_mood_disgust.wav,Say the word mood,1
OAF_disgust\OAF_moon_disgust.wav,Say the word moon,1
OAF_disgust\OAF_mop_disgust.wav,Say the word mop,1
OAF_disgust\OAF_mouse_disgust.wav,Say the word mouse,1
OAF_disgust\OAF_nag_disgust.wav,Say the word nag,1
OAF_disgust\OAF_name_disgust.wav,Say the word name,1
OAF_disgust\OAF_near_disgust.wav,Say the word near,1
OAF_disgust\OAF_neat_disgust.wav,Say the word neat,1
OAF_disgust\OAF_nice_disgust.wav,Say the word nice,1
OAF_disgust\OAF_note_disgust.wav,Say the word note,1
OAF_disgust\OAF_numb_disgust.wav,Say the word numb,1
OAF_disgust\OAF_pad_disgust.wav,Say the word pad,1
OAF_disgust\OAF_page_disgust.wav,Say the word page,1
OAF_disgust\OAF_pain_disgust.wav,Say the word pain,1
OAF_disgust\OAF_pass_disgust.wav,Say the word pass,1
OAF_disgust\OAF_pearl_disgust.wav,Say the word pearl,1
OAF_disgust\OAF_peg_disgust.wav,Say the word peg,1
OAF_disgust\OAF_perch_disgust.wav,Say the word perch,1
OAF_disgust\OAF_phone_disgust.wav,Say the word phone,1
OAF_disgust\OAF_pick_disgust.wav,Say the word pick,1
OAF_disgust\OAF_pike_disgust.wav,Say the word pike,1
OAF_disgust\OAF_pole_disgust.wav,Say the word pole,1
OAF_disgust\OAF_pool_disgust.wav,Say the word pool,1
OAF_disgust\OAF_puff_disgust.wav,Say the word puff,1
OAF_disgust\OAF_rag_disgust.wav,Say the word rag,1
OAF_disgust\OAF_raid_disgust.wav,Say the word raid,1
OAF_disgust\OAF_rain_disgust.wav,Say the word rain,1
OAF_disgust\OAF_raise_disgust.wav,Say the word raise,1
OAF_disgust\OAF_rat_disgust.wav,Say the word rat,1
OAF_disgust\OAF_reach_disgust.wav,Say the word reach,1
OAF_disgust\OAF_read_disgust.wav,Say the word read,1
OAF_disgust\OAF_red_disgust.wav,Say the word red,1
OAF_disgust\OAF_ring_disgust.wav,Say the word ring,1
OAF_disgust\OAF_ripe_disgust.wav,Say the word ripe,1
OAF_disgust\OAF_road_disgust.wav,Say the word road,1
OAF_disgust\OAF_room_disgust.wav,Say the word room,1
OAF_disgust\OAF_rose_disgust.wav,Say the word rose,1
OAF_disgust\OAF_rot_disgust.wav,Say the word rot,1
OAF_disgust\OAF_rough_disgust.wav,Say the word rough,1
OAF_disgust\OAF_rush_disgust.wav,Say the word rush,1
OAF_disgust\OAF_said_disgust.wav,Say the word said,1
OAF_disgust\OAF_sail_disgust.wav,Say the word sail,1
OAF_disgust\OAF_search_disgust.wav,Say the word search,1
OAF_disgust\OAF_seize_disgust.wav,Say the word seize,1
OAF_disgust\OAF_sell_disgust.wav,Say the word sell,1
OAF_disgust\OAF_shack_disgust.wav,Say the word shack,1
OAF_disgust\OAF_shall_disgust.wav,Say the word shall,1
OAF_disgust\OAF_shawl_disgust.wav,Say the word shawl,1
OAF_disgust\OAF_sheep_disgust.wav,Say the word sheep,1
OAF_disgust\OAF_shirt_disgust.wav,Say the word shirt,1
OAF_disgust\OAF_should_disgust.wav,Say the word should,1
OAF_disgust\OAF_shout_disgust.wav,Say the word shout,1
OAF_disgust\OAF_size_disgust.wav,Say the word size,1
OAF_disgust\OAF_soap_disgust.wav,Say the word soap,1
OAF_disgust\OAF_soup_disgust.wav,Say the word soup,1
OAF_disgust\OAF_sour_disgust.wav,Say the word sour,1
OAF_disgust\OAF_south_disgust.wav,Say the word south,1
OAF_disgust\OAF_sub_disgust.wav,Say the word sub,1
OAF_disgust\OAF_such_disgust.wav,Say the word such,1
OAF_disgust\OAF_sure_disgust.wav,Say the word sure,1
OAF_disgust\OAF_take_disgust.wav,Say the word take,1
OAF_disgust\OAF_talk_disgust.wav,Say the word talk,1
OAF_disgust\OAF_tape_disgust.wav,Say the word tape,1
OAF_disgust\OAF_team_disgust.wav,Say the word team,1
OAF_disgust\OAF_tell_disgust.wav,Say the word tell,1
OAF_disgust\OAF_thin_disgust.wav,Say the word thin,1
OAF_disgust\OAF_third_disgust.wav,Say the word third,1
OAF_disgust\OAF_thought_disgust.wav,Say the word thought,1
OAF_disgust\OAF_thumb_disgust.wav,Say the word thumb,1
OAF_disgust\OAF_time_disgust.wav,Say the word time,1
OAF_disgust\OAF_tip_disgust.wav,Say the word tip,1
OAF_disgust\OAF_tire_disgust.wav,Say the word tire,1
OAF_disgust\OAF_ton_disgust.wav,Say the word ton,1
OAF_disgust\OAF_tool_disgust.wav,Say the word tool,1
OAF_disgust\OAF_tough_disgust.wav,Say the word tough,1
OAF_disgust\OAF_turn_disgust.wav,Say the word turn,1
OAF_disgust\OAF_vine_disgust.wav,Say the word vine,1
OAF_disgust\OAF_voice_disgust.wav,Say the word voice,1
OAF_disgust\OAF_void_disgust.wav,Say the word void,1
OAF_disgust\OAF_vote_disgust.wav,Say the word vote,1
OAF_disgust\OAF_wag_disgust.wav,Say the word wag,1
OAF_disgust\OAF_walk_disgust.wav,Say the word walk,1
OAF_disgust\OAF_wash_disgust.wav,Say the word wash,1
OAF_disgust\OAF_week_disgust.wav,Say the word week,1
OAF_disgust\OAF_wheat_disgust.wav,Say the word wheat,1
OAF_disgust\OAF_when_disgust.wav,Say the word when,1
OAF_disgust\OAF_which_disgust.wav,Say the word which,1
OAF_disgust\OAF_whip_disgust.wav,Say the word whip,1
OAF_disgust\OAF_white_disgust.wav,Say the word white,1
OAF_disgust\OAF_wife_disgust.wav,Say the word wife,1
OAF_disgust\OAF_wire_disgust.wav,Say the word wire,1
OAF_disgust\OAF_witch_disgust.wav,Say the word witch,1
OAF_disgust\OAF_yearn_disgust.wav,Say the word yearn,1
OAF_disgust\OAF_yes_disgust.wav,Say the word yes,1
OAF_disgust\OAF_young_disgust.wav,Say the word young,1
OAF_disgust\OAF_youth_disgust.wav,Say the word youth,1
OAF_fear\OAF_back_fear.wav,Say the word back,2
OAF_fear\OAF_bar_fear.wav,Say the word bar,2
OAF_fear\OAF_base_fear.wav,Say the word base,2
OAF_fear\OAF_bath_fear.wav,Say the word bath,2
OAF_fear\OAF_bean_fear.wav,Say the word bean,2
OAF_fear\OAF_beg_fear.wav,Say the word beg,2
OAF_fear\OAF_bite_fear.wav,Say the word bite,2
OAF_fear\OAF_boat_fear.wav,Say the word boat,2
OAF_fear\OAF_bone_fear.wav,Say the word bone,2
OAF_fear\OAF_book_fear.wav,Say the word book,2
OAF_fear\OAF_bought_fear.wav,Say the word bought,2
OAF_fear\OAF_burn_fear.wav,Say the word burn,2
OAF_fear\OAF_cab_fear.wav,Say the word cab,2
OAF_fear\OAF_calm_fear.wav,Say the word calm,2
OAF_fear\OAF_came_fear.wav,Say the word came,2
OAF_fear\OAF_cause_fear.wav,Say the word cause,2
OAF_fear\OAF_chain_fear.wav,Say the word chain,2
OAF_fear\OAF_chair_fear.wav,Say the word chair,2
OAF_fear\OAF_chalk_fear.wav,Say the word chalk,2
OAF_fear\OAF_chat_fear.wav,Say the word chat,2
OAF_fear\OAF_check_fear.wav,Say the word check,2
OAF_fear\OAF_cheek_fear.wav,Say the word cheek,2
OAF_fear\OAF_chief_fear.wav,Say the word chief,2
OAF_fear\OAF_choice_fear.wav,Say the word choice,2
OAF_fear\OAF_cool_fear.wav,Say the word cool,2
OAF_fear\OAF_dab_fear.wav,Say the word dab,2
OAF_fear\OAF_date_fear.wav,Say the word date,2
OAF_fear\OAF_dead_fear.wav,Say the word dead,2
OAF_fear\OAF_death_fear.wav,Say the word death,2
OAF_fear\OAF_deep_fear.wav,Say the word deep,2
OAF_fear\OAF_dime_fear.wav,Say the word dime,2
OAF_fear\OAF_dip_fear.wav,Say the word dip,2
OAF_fear\OAF_ditch_fear.wav,Say the word ditch,2
OAF_fear\OAF_dodge_fear.wav,Say the word dodge,2
OAF_fear\OAF_dog_fear.wav,Say the word dog,2
OAF_fear\OAF_doll_fear.wav,Say the word doll,2
OAF_fear\OAF_door_fear.wav,Say the word door,2
OAF_fear\OAF_fail_fear.wav,Say the word fail,2
OAF_fear\OAF_fall_fear.wav,Say the word fall,2
OAF_fear\OAF_far_fear.wav,Say the word far,2
OAF_fear\OAF_fat_fear.wav,Say the word fat,2
OAF_fear\OAF_fit_fear.wav,Say the word fit,2
OAF_fear\OAF_five_fear.wav,Say the word five,2
OAF_fear\OAF_food_fear.wav,Say the word food,2
OAF_fear\OAF_gap_fear.wav,Say the word gap,2
OAF_fear\OAF_gas_fear.wav,Say the word gas,2
OAF_fear\OAF_gaze_fear.wav,Say the word gaze,2
OAF_fear\OAF_germ_fear.wav,Say the word germ,2
OAF_fear\OAF_get_fear.wav,Say the word get,2
OAF_fear\OAF_gin_fear.wav,Say the word gin,2
OAF_fear\OAF_goal_fear.wav,Say the word goal,2
OAF_fear\OAF_good_fear.wav,Say the word good,2
OAF_fear\OAF_goose_fear.wav,Say the word goose,2
OAF_fear\OAF_gun_fear.wav,Say the word gun,2
OAF_fear\OAF_half_fear.wav,Say the word half,2
OAF_fear\OAF_hall_fear.wav,Say the word hall,2
OAF_fear\OAF_hash_fear.wav,Say the word hash,2
OAF_fear\OAF_hate_fear.wav,Say the word hate,2
OAF_fear\OAF_have_fear.wav,Say the word have,2
OAF_fear\OAF_haze_fear.wav,Say the word haze,2
OAF_fear\OAF_hire_fear.wav,Say the word hire,2
OAF_fear\OAF_hit_fear.wav,Say the word hit,2
OAF_fear\OAF_hole_fear.wav,Say the word hole,2
OAF_fear\OAF_home_fear.wav,Say the word home,2
OAF_fear\OAF_hurl_fear.wav,Say the word hurl,2
OAF_fear\OAF_hush_fear.wav,Say the word hush,2
OAF_fear\OAF_jail_fear.wav,Say the word jail,2
OAF_fear\OAF_jar_fear.wav,Say the word jar,2
OAF_fear\OAF_join_fear.wav,Say the word join,2
OAF_fear\OAF_judge_fear.wav,Say the word judge,2
OAF_fear\OAF_jug_fear.wav,Say the word jug,2
OAF_fear\OAF_juice_fear.wav,Say the word juice,2
OAF_fear\OAF_keen_fear.wav,Say the word keen,2
